period,label,specialty_code,provider_code,provider_name,total_waiting,within_18w,over_52w,n_source_rows
2024-07,July 2024,C_100,NT435,SHELBURNE HOSPITAL,3.0,3.0,0.0,2
2024-07,July 2024,C_100,NT436,SHIRLEY OAKS HOSPITAL,81.0,62.0,0.0,4
2024-07,July 2024,C_100,NT437,SLOANE HOSPITAL,101.0,78.0,0.0,6
2024-07,July 2024,C_100,NT440,THORNBURY HOSPITAL,70.0,61.0,0.0,8
2024-07,July 2024,C_100,NT441,THREE SHIRES HOSPITAL,597.0,368.0,8.0,8
2024-07,July 2024,C_100,NT443,WINTERBOURNE HOSPITAL,43.0,41.0,0.0,1
2024-07,July 2024,C_100,NT446,ST EDMUNDS HOSPITAL,67.0,53.0,0.0,8
2024-07,July 2024,C_100,NT447,DUCHY HOSPITAL,163.0,125.0,0.0,4
2024-07,July 2024,C_100,NT448,HUDDERSFIELD HOSPITAL,218.0,207.0,0.0,6
2024-07,July 2024,C_100,NT449,LANCASTER HOSPITAL,135.0,114.0,0.0,6
2024-07,July 2024,C_100,NT450,LINCOLN HOSPITAL,22.0,15.0,0.0,5
2024-07,July 2024,C_100,NT451,CAVELL HOSPITAL,287.0,239.0,0.0,8
2024-07,July 2024,C_100,NT455,MOUNT ALVERNIA HOSPITAL,42.0,38.0,0.0,4
2024-07,July 2024,C_100,NT457,WOODLANDS HOSPITAL,280.0,228.0,0.0,6
2024-07,July 2024,C_100,NT490,SOUTHEND PRIVATE HOSPITAL,85.0,19.0,0.0,4
2024-07,July 2024,C_100,NTE02,ST HUGH'S HOSPITAL,183.0,147.0,4.0,4
2024-07,July 2024,C_100,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,1307.0,824.0,61.0,5
2024-07,July 2024,C_100,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,37.0,22.0,4.0,6
2024-07,July 2024,C_100,NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,604.0,181.0,59.0,11
2024-07,July 2024,C_100,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,359.0,293.0,10.0,4
2024-07,July 2024,C_100,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,313.0,298.0,0.0,4
2024-07,July 2024,C_100,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,195.0,162.0,0.0,7
2024-07,July 2024,C_100,NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,482.0,365.0,1.0,7
2024-07,July 2024,C_100,NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,117.0,99.0,3.0,4
2024-07,July 2024,C_100,NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,54.0,45.0,0.0,2
2024-07,July 2024,C_100,NTX,THE ONE HEALTH GROUP PLC,678.0,580.0,0.0,17
2024-07,July 2024,C_100,NVC01,ASHTEAD HOSPITAL,167.0,127.0,0.0,7
2024-07,July 2024,C_100,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,108.0,79.0,0.0,7
2024-07,July 2024,C_100,NVC04,DUCHY HOSPITAL,225.0,167.0,0.0,3
2024-07,July 2024,C_100,NVC05,EUXTON HALL HOSPITAL,481.0,361.0,6.0,20
2024-07,July 2024,C_100,NVC06,FITZWILLIAM HOSPITAL,425.0,282.0,0.0,7
2024-07,July 2024,C_100,NVC07,FULWOOD HALL HOSPITAL,489.0,347.0,2.0,14
2024-07,July 2024,C_100,NVC08,MOUNT STUART HOSPITAL,213.0,159.0,13.0,3
2024-07,July 2024,C_100,NVC09,NEW HALL HOSPITAL,115.0,90.0,0.0,6
2024-07,July 2024,C_100,NVC0I,BEACON PARK HOSPITAL,169.0,106.0,0.0,10
2024-07,July 2024,C_100,NVC0R,TEES VALLEY HOSPITAL,506.0,452.0,0.0,4
2024-07,July 2024,C_100,NVC11,NORTH DOWNS HOSPITAL,241.0,125.0,18.0,5
2024-07,July 2024,C_100,NVC12,OAKLANDS HOSPITAL,1658.0,963.0,28.0,14
2024-07,July 2024,C_100,NVC13,OAKS HOSPITAL,178.0,90.0,6.0,7
2024-07,July 2024,C_100,NVC15,PINEHILL HOSPITAL,326.0,269.0,2.0,6
2024-07,July 2024,C_100,NVC16,RENACRES HOSPITAL,538.0,443.0,0.0,15
2024-07,July 2024,C_100,NVC17,ROWLEY HALL HOSPITAL,226.0,160.0,0.0,10
2024-07,July 2024,C_100,NVC18,SPRINGFIELD HOSPITAL,582.0,417.0,7.0,12
2024-07,July 2024,C_100,NVC19,RIVERS HOSPITAL,447.0,323.0,19.0,10
2024-07,July 2024,C_100,NVC1H,STOURSIDE HOSPITAL,535.0,387.0,14.0,8
2024-07,July 2024,C_100,NVC20,THE YORKSHIRE CLINIC,1634.0,1147.0,46.0,12
2024-07,July 2024,C_100,NVC21,WEST MIDLANDS HOSPITAL,255.0,176.0,7.0,7
2024-07,July 2024,C_100,NVC22,WINFIELD HOSPITAL,198.0,171.0,0.0,9
2024-07,July 2024,C_100,NVC23,WOODLAND HOSPITAL,420.0,321.0,1.0,8
2024-07,July 2024,C_100,NVC27,BOSTON WEST HOSPITAL,129.0,90.0,1.0,2
2024-07,July 2024,C_100,NVC29,COBALT HOSPITAL,310.0,190.0,7.0,7
2024-07,July 2024,C_100,NVC31,BLAKELANDS HOSPITAL,225.0,198.0,9.0,4
2024-07,July 2024,C_100,NVC40,WOODTHORPE HOSPITAL,249.0,172.0,8.0,6
2024-07,July 2024,C_100,NVC44,THE WESTBOURNE CENTRE,147.0,141.0,0.0,6
2024-07,July 2024,C_100,NVG01,FAIRFIELD HOSPITAL,498.0,361.0,4.0,17
2024-07,July 2024,C_100,NVM,EPSOMEDICAL GROUP,229.0,192.0,12.0,4
2024-07,July 2024,C_100,NWF01,BENENDEN HOSPITAL,156.0,120.0,7.0,7
2024-07,July 2024,C_100,NWX,HERE,110.0,82.0,5.0,2
2024-07,July 2024,C_100,NXP,INDEPENDENT HEALTH GROUP,513.0,509.0,0.0,8
2024-07,July 2024,C_100,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,7009.0,2968.0,710.0,55
2024-07,July 2024,C_100,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,4854.0,3802.0,0.0,15
2024-07,July 2024,C_100,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,832.0,650.0,15.0,6
2024-07,July 2024,C_100,R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,14.0,13.0,1.0,2
2024-07,July 2024,C_100,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,50.0,40.0,5.0,2
2024-07,July 2024,C_100,R1F,ISLE OF WIGHT NHS TRUST,990.0,512.0,43.0,2
2024-07,July 2024,C_100,R1H,BARTS HEALTH NHS TRUST,3452.0,1966.0,197.0,31
2024-07,July 2024,C_100,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2782.0,1535.0,166.0,22
2024-07,July 2024,C_100,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,4091.0,2352.0,148.0,18
2024-07,July 2024,C_100,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,110.0,83.0,1.0,3
2024-07,July 2024,C_100,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,1321.0,741.0,9.0,14
2024-07,July 2024,C_100,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,8390.0,4021.0,469.0,29
2024-07,July 2024,C_100,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,1805.0,691.0,160.0,17
2024-07,July 2024,C_100,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,1289.0,530.0,101.0,9
2024-07,July 2024,C_100,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,1349.0,705.0,51.0,13
2024-07,July 2024,C_100,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,815.0,450.0,1.0,5
2024-07,July 2024,C_100,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,1233.0,454.0,138.0,9
2024-07,July 2024,C_100,RBK,WALSALL HEALTHCARE NHS TRUST,1134.0,696.0,42.0,14
2024-07,July 2024,C_100,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,218.0,162.0,3.0,4
2024-07,July 2024,C_100,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,6479.0,3877.0,283.0,41
2024-07,July 2024,C_100,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,4946.0,2724.0,246.0,18
2024-07,July 2024,C_100,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,4662.0,2214.0,292.0,38
2024-07,July 2024,C_100,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,318.0,313.0,0.0,5
2024-07,July 2024,C_100,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2234.0,1409.0,57.0,10
2024-07,July 2024,C_100,RCF,AIREDALE NHS FOUNDATION TRUST,1985.0,1164.0,89.0,14
2024-07,July 2024,C_100,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",1624.0,795.0,56.0,8
2024-07,July 2024,C_100,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,3680.0,2569.0,67.0,14
2024-07,July 2024,C_100,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1805.0,842.0,134.0,13
2024-07,July 2024,C_100,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12667.0,6227.0,1010.0,27
2024-07,July 2024,C_100,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1826.0,1270.0,91.0,16
2024-07,July 2024,C_100,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2280.0,1309.0,56.0,6
2024-07,July 2024,C_100,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3185.0,1171.0,159.0,21
2024-07,July 2024,C_100,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",4432.0,2775.0,75.0,22
2024-07,July 2024,C_100,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,1622.0,1217.0,8.0,3
2024-07,July 2024,C_100,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,1763.0,1043.0,49.0,14
2024-07,July 2024,C_100,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,1552.0,783.0,290.0,11
2024-07,July 2024,C_100,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,6707.0,3737.0,271.0,25
2024-07,July 2024,C_100,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4261.0,2070.0,494.0,11
2024-07,July 2024,C_100,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2688.0,1342.0,251.0,19
2024-07,July 2024,C_100,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1305.0,647.0,61.0,23
2024-07,July 2024,C_100,RH5,SOMERSET NHS FOUNDATION TRUST,2319.0,1678.0,51.0,12
2024-07,July 2024,C_100,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,1415.0,677.0,112.0,6
2024-07,July 2024,C_100,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1047.0,509.0,72.0,11
2024-07,July 2024,C_100,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1384.0,734.0,91.0,22
2024-07,July 2024,C_100,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,6140.0,3321.0,671.0,32
2024-07,July 2024,C_100,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2071.0,1691.0,7.0,22
2024-07,July 2024,C_100,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,1264.0,627.0,52.0,33
2024-07,July 2024,C_100,RJ2,LEWISHAM AND GREENWICH NHS TRUST,8731.0,4686.0,573.0,35
2024-07,July 2024,C_100,RJ6,CROYDON HEALTH SERVICES NHS TRUST,2333.0,1618.0,14.0,21
2024-07,July 2024,C_100,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1126.0,544.0,65.0,30
2024-07,July 2024,C_100,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,1366.0,818.0,62.0,14
2024-07,July 2024,C_100,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,8398.0,4890.0,413.0,32
2024-07,July 2024,C_100,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,4655.0,2982.0,43.0,17
2024-07,July 2024,C_100,RJN,EAST CHESHIRE NHS TRUST,1401.0,816.0,55.0,8
2024-07,July 2024,C_100,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,1218.0,471.0,117.0,8
2024-07,July 2024,C_100,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,3844.0,1604.0,430.0,34
2024-07,July 2024,C_100,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,4320.0,2664.0,178.0,13
2024-07,July 2024,C_100,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,22.0,17.0,0.0,2
2024-07,July 2024,C_100,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7609.0,3951.0,662.0,40
2024-07,July 2024,C_100,RKE,WHITTINGTON HEALTH NHS TRUST,2829.0,1674.0,179.0,22
2024-07,July 2024,C_100,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,9040.0,4558.0,340.0,36
2024-07,July 2024,C_100,RLQ,WYE VALLEY NHS TRUST,695.0,447.0,15.0,7
2024-07,July 2024,C_100,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,1997.0,1021.0,101.0,20
2024-07,July 2024,C_100,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7064.0,3553.0,522.0,19
2024-07,July 2024,C_100,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,4877.0,2537.0,213.0,33
2024-07,July 2024,C_100,RMC,BOLTON NHS FOUNDATION TRUST,3781.0,2078.0,316.0,21
2024-07,July 2024,C_100,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,1515.0,818.0,19.0,16
2024-07,July 2024,C_100,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5330.0,2723.0,260.0,16
2024-07,July 2024,C_100,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2725.0,1257.0,269.0,59
2024-07,July 2024,C_100,RN7,DARTFORD AND GRAVESHAM NHS TRUST,6592.0,4314.0,137.0,11
2024-07,July 2024,C_100,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2771.0,1268.0,323.0,13
2024-07,July 2024,C_100,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,875.0,475.0,15.0,5
2024-07,July 2024,C_100,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,1140.0,850.0,7.0,10
2024-07,July 2024,C_100,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,3281.0,1811.0,260.0,21
2024-07,July 2024,C_100,RNZ,SALISBURY NHS FOUNDATION TRUST,1111.0,461.0,63.0,15
2024-07,July 2024,C_100,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2819.0,2106.0,1.0,20
2024-07,July 2024,C_100,RPA,MEDWAY NHS FOUNDATION TRUST,1103.0,631.0,27.0,9
2024-07,July 2024,C_100,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,115.0,109.0,0.0,20
2024-07,July 2024,C_100,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,3954.0,2208.0,151.0,34
2024-07,July 2024,C_100,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,4690.0,2531.0,166.0,20
2024-07,July 2024,C_100,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,5458.0,3207.0,32.0,42
2024-07,July 2024,C_100,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,1826.0,1425.0,3.0,10
2024-07,July 2024,C_100,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1348.0,1065.0,23.0,27
2024-07,July 2024,C_100,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1946.0,911.0,143.0,27
2024-07,July 2024,C_100,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,6660.0,2960.0,343.0,49
2024-07,July 2024,C_100,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,68.0,44.0,0.0,13
2024-07,July 2024,C_100,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,787.0,629.0,7.0,13
2024-07,July 2024,C_100,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,54.0,36.0,3.0,2
2024-07,July 2024,C_100,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6484.0,5759.0,2.0,17
2024-07,July 2024,C_100,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,5947.0,3074.0,290.0,27
2024-07,July 2024,C_100,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2151.0,1367.0,37.0,18
2024-07,July 2024,C_100,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,697.0,378.0,31.0,12
2024-07,July 2024,C_100,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,1587.0,639.0,190.0,15
2024-07,July 2024,C_100,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1691.0,1182.0,25.0,13
2024-07,July 2024,C_100,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2373.0,1453.0,34.0,19
2024-07,July 2024,C_100,RVJ,NORTH BRISTOL NHS TRUST,989.0,500.0,65.0,10
2024-07,July 2024,C_100,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,4031.0,2511.0,24.0,19
2024-07,July 2024,C_100,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,10246.0,5152.0,847.0,32
2024-07,July 2024,C_100,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2045.0,1342.0,12.0,15
2024-07,July 2024,C_100,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,7191.0,4316.0,233.0,29
2024-07,July 2024,C_100,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3642.0,2445.0,26.0,19
2024-07,July 2024,C_100,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,5635.0,2886.0,95.0,26
2024-07,July 2024,C_100,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,6368.0,4349.0,1.0,19
2024-07,July 2024,C_100,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,4091.0,2179.0,240.0,17
2024-07,July 2024,C_100,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2084.0,1203.0,73.0,12
2024-07,July 2024,C_100,RWJ,STOCKPORT NHS FOUNDATION TRUST,3894.0,1948.0,142.0,20
2024-07,July 2024,C_100,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,4843.0,1815.0,123.0,31
2024-07,July 2024,C_100,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,680.0,445.0,40.0,14
2024-07,July 2024,C_100,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,5150.0,3900.0,1.0,23
2024-07,July 2024,C_100,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1977.0,895.0,126.0,19
2024-07,July 2024,C_100,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,4516.0,2542.0,35.0,17
2024-07,July 2024,C_100,RXF,MID YORKSHIRE TEACHING NHS TRUST,2185.0,916.0,173.0,14
2024-07,July 2024,C_100,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,6689.0,3200.0,526.0,36
2024-07,July 2024,C_100,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1040.0,563.0,24.0,15
2024-07,July 2024,C_100,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,138.0,66.0,6.0,12
2024-07,July 2024,C_100,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,4823.0,3177.0,100.0,13
2024-07,July 2024,C_100,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,2422.0,1475.0,91.0,18
2024-07,July 2024,C_100,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,5054.0,2313.0,351.0,24
2024-07,July 2024,C_100,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,6382.0,3140.0,611.0,29
2024-07,July 2024,C_100,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,3028.0,1254.0,479.0,47
2024-07,July 2024,C_100,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,3158.0,1200.0,597.0,14
2024-07,July 2024,C_101,A4M8P,BUCKSHAW HOSPITAL,759.0,480.0,13.0,18
2024-07,July 2024,C_101,AAH,TETBURY HOSPITAL TRUST LTD,44.0,43.0,0.0,3
2024-07,July 2024,C_101,ADP02,KIMS HOSPITAL (NEWNHAM COURT),41.0,31.0,0.0,1
2024-07,July 2024,C_101,B3M1X,CLAREMONT PRIVATE HOSPITAL,36.0,34.0,0.0,6
2024-07,July 2024,C_101,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),123.0,63.0,3.0,6
2024-07,July 2024,C_101,K8I4X,GLENDON WOOD HOSPITAL,24.0,16.0,0.0,2
2024-07,July 2024,C_101,NAM01,PROBUS SURGICAL CENTRE,56.0,52.0,0.0,1
2024-07,July 2024,C_101,NEY,PIONEER HEALTHCARE LIMITED,16.0,0.0,2.0,1
2024-07,July 2024,C_101,NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,223.0,215.0,0.0,1
2024-07,July 2024,C_101,NN4,TYNESIDE SURGICAL SERVICES LTD,43.0,38.0,0.0,8
2024-07,July 2024,C_101,NN8,SPENCER PRIVATE HOSPITALS LTD,167.0,125.0,6.0,1
2024-07,July 2024,C_101,NNE,DORKING HEALTHCARE LIMITED (DHC),178.0,153.0,0.0,1
2024-07,July 2024,C_101,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",83.0,83.0,0.0,8
2024-07,July 2024,C_101,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",106.0,22.0,28.0,1
2024-07,July 2024,C_101,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",1.0,0.0,0.0,1
2024-07,July 2024,C_101,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",13.0,11.0,0.0,1
2024-07,July 2024,C_101,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",18.0,11.0,2.0,2
2024-07,July 2024,C_101,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",23.0,23.0,0.0,8
2024-07,July 2024,C_101,NT301,SPIRE SOUTH BANK HOSPITAL,35.0,28.0,1.0,3
2024-07,July 2024,C_101,NT302,SPIRE BRISTOL HOSPITAL,1.0,0.0,0.0,1
2024-07,July 2024,C_101,NT30A,SPIRE NOTTINGHAM HOSPITAL,50.0,45.0,0.0,3
2024-07,July 2024,C_101,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,19.0,7.0,9.0,3
2024-07,July 2024,C_101,NT312,SPIRE ALEXANDRA HOSPITAL,1.0,1.0,0.0,1
2024-07,July 2024,C_101,NT324,SPIRE CHESHIRE HOSPITAL,12.0,11.0,0.0,5
2024-07,July 2024,C_101,NT325,SPIRE MURRAYFIELD HOSPITAL,51.0,49.0,0.0,4
2024-07,July 2024,C_101,NT337,SPIRE LIVERPOOL HOSPITAL,256.0,225.0,0.0,11
2024-07,July 2024,C_101,NT339,SPIRE REGENCY HOSPITAL,70.0,70.0,0.0,4
2024-07,July 2024,C_101,NT345,SPIRE CLARE PARK HOSPITAL,13.0,3.0,1.0,4
2024-07,July 2024,C_101,NT347,SPIRE FYLDE COAST HOSPITAL,169.0,140.0,0.0,6
2024-07,July 2024,C_101,NT348,SPIRE ELLAND HOSPITAL,44.0,41.0,0.0,5
2024-07,July 2024,C_101,NT350,SPIRE METHLEY PARK HOSPITAL,68.0,64.0,0.0,5
2024-07,July 2024,C_101,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,95.0,95.0,0.0,1
2024-07,July 2024,C_101,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,3.0,2.0,0.0,1
2024-07,July 2024,C_101,NT403,BEARDWOOD HOSPITAL,213.0,196.0,0.0,7
2024-07,July 2024,C_101,NT404,BEAUMONT HOSPITAL,301.0,207.0,1.0,9
2024-07,July 2024,C_101,NT405,BISHOPS WOOD HOSPITAL,93.0,73.0,0.0,4
2024-07,July 2024,C_101,NT406,BLACKHEATH HOSPITAL,279.0,221.0,11.0,9
2024-07,July 2024,C_101,NT408,CHAUCER HOSPITAL,9.0,8.0,0.0,1
2024-07,July 2024,C_101,NT409,CHELSFIELD PARK HOSPITAL,47.0,41.0,0.0,4
2024-07,July 2024,C_101,NT410,CHILTERN HOSPITAL,61.0,43.0,0.0,6
2024-07,July 2024,C_101,NT411,CLEMENTINE CHURCHILL HOSPITAL,323.0,311.0,0.0,8
2024-07,July 2024,C_101,NT416,HENDON HOSPITAL,28.0,0.0,2.0,5
2024-07,July 2024,C_101,NT417,GORING HALL HOSPITAL,151.0,110.0,0.0,6
2024-07,July 2024,C_101,NT418,HAMPSHIRE CLINIC,39.0,39.0,0.0,4
2024-07,July 2024,C_101,NT420,HIGHFIELD HOSPITAL,8.0,1.0,0.0,7
2024-07,July 2024,C_101,NT421,KINGS OAK HOSPITAL,288.0,185.0,0.0,8
2024-07,July 2024,C_101,NT422,LONDON INDEPENDENT HOSPITAL,493.0,112.0,5.0,12
2024-07,July 2024,C_101,NT423,MANOR HOSPITAL,43.0,0.0,3.0,4
2024-07,July 2024,C_101,NT427,PARK HOSPITAL,60.0,57.0,0.0,5
2024-07,July 2024,C_101,NT430,RIDGEWAY HOSPITAL,5.0,0.0,1.0,2
2024-07,July 2024,C_101,NT434,SAXON CLINIC,1.0,0.0,0.0,1
2024-07,July 2024,C_101,NT435,SHELBURNE HOSPITAL,12.0,7.0,0.0,6
2024-07,July 2024,C_101,NT436,SHIRLEY OAKS HOSPITAL,195.0,145.0,0.0,11
2024-07,July 2024,C_101,NT437,SLOANE HOSPITAL,76.0,63.0,0.0,6
2024-07,July 2024,C_101,NT446,ST EDMUNDS HOSPITAL,32.0,23.0,0.0,6
2024-07,July 2024,C_101,NT447,DUCHY HOSPITAL,86.0,70.0,0.0,4
2024-07,July 2024,C_101,NT448,HUDDERSFIELD HOSPITAL,128.0,125.0,0.0,5
2024-07,July 2024,C_101,NT450,LINCOLN HOSPITAL,195.0,136.0,0.0,6
